id,property_type,city,state,price,bedrooms,bathrooms,square_feet,sale_date,buyer_age,buyer_income,buyer_occupation,year_built,garage,lot_area
1010583,Apartment,Vancouver,QC,576514.0,4,3,1962,2022-10-29,55,71329,Engineer,1976,0,8141
1010584,House,Toronto,QC,262676.0,4,2,3886,2021-10-17,61,61691,Manager,1960,0,8174
1010585,House,Montreal,ON,520664.0,5,2,1082,2022-12-07,39,98544,Entrepreneur,1971,1,7663
1010586,Apartment,Montreal,BC,328118.0,4,3,3294,2024-12-06,32,45760,Artist,1971,1,7459
1010587,Condo,Vancouver,AB,735950.0,3,3,1976,2019-05-31,30,40495,Engineer,1982,0,1950
1010588,Condo,Toronto,QC,609400.0,1,2,3092,2020-02-12,45,95271,Artist,2017,1,9835
1010589,Condo,Toronto,ON,231747.0,4,1,2400,2018-12-30,64,100492,Manager,1961,0,6266
1010590,House,Ottawa,BC,192620.0,5,1,1107,2020-12-07,57,90528,Manager,1984,1,3899
1010591,Apartment,Vancouver,ON,339864.0,4,2,2087,2016-12-14,53,110114,Manager,1964,1,8222
1010592,Apartment,Calgary,ON,346322.0,3,3,2955,2024-09-11,56,51689,Artist,1958,0,1680
1010593,Apartment,Vancouver,BC,950651.0,1,3,1875,2015-05-09,46,98470,Doctor,1995,1,3387
1010594,Apartment,Toronto,ON,264041.0,5,3,3895,2022-12-05,47,55379,Manager,1954,1,1502
1010595,Apartment,Toronto,ON,569938.0,2,3,1884,2019-03-12,53,122367,Artist,2022,0,9286
1010596,Apartment,Toronto,QC,628844.0,3,2,1369,2016-04-11,39,41924,Engineer,2013,1,3757
1010597,Condo,Vancouver,QC,293131.0,1,1,3550,2015-11-19,55,89833,Manager,2020,1,1099
1010598,Apartment,Ottawa,BC,189922.0,3,1,3250,2018-03-20,40,59242,Teacher,2009,1,2352
1010599,Condo,Calgary,ON,350258.0,5,1,1283,2016-07-17,31,73078,Doctor,2009,1,7547
1010600,House,Calgary,AB,374741.0,2,1,3361,2024-03-22,31,82818,Manager,2018,1,3316
1010601,House,Calgary,ON,390385.0,1,2,2188,2015-06-29,28,145488,Manager,1970,0,2586
1010602,Apartment,Montreal,ON,482186.0,5,1,800,2015-10-27,48,75609,Teacher,1998,1,4007
1010603,House,Montreal,ON,115985.0,3,2,2152,2022-10-01,60,81729,Manager,1968,0,8062
1010604,Apartment,Montreal,QC,180109.0,5,2,3282,2022-01-16,28,81010,Manager,1966,1,7727
1010605,House,Toronto,ON,948893.0,5,3,1239,2020-01-16,44,73057,Entrepreneur,1970,0,6376
1010606,Condo,Montreal,QC,814232.0,5,2,1126,2024-08-20,51,88010,Artist,1957,1,4074
1010607,House,Calgary,QC,477491.0,1,3,2500,2019-11-26,47,54036,Manager,2011,1,4995
1010608,Condo,Montreal,BC,703276.0,2,1,3788,2018-05-15,53,90924,Entrepreneur,1958,1,4024
1010609,Apartment,Vancouver,AB,460449.0,3,3,2785,2022-07-06,53,70303,Doctor,1997,1,6673
1010610,House,Vancouver,ON,174236.0,4,1,1521,2017-05-26,38,75196,Artist,1998,0,6355
1010611,House,Vancouver,QC,616235.0,5,1,1910,2016-04-29,51,62928,Artist,1961,1,9069
1010612,Apartment,Toronto,ON,643926.0,2,2,2608,2020-06-21,35,105719,Entrepreneur,2007,1,6295
1010613,Apartment,Montreal,QC,726246.0,5,3,2347,2020-05-21,54,110940,Teacher,1964,0,8641
1010614,Condo,Ottawa,ON,814289.0,1,2,1684,2022-09-24,64,111804,Manager,1966,0,9535
1010615,House,Vancouver,AB,407841.0,4,1,1941,2016-03-27,35,110495,Manager,1973,0,2750
1010616,Condo,Montreal,ON,679796.0,2,1,1743,2017-02-24,54,145835,Teacher,2002,1,2886
1010617,House,Vancouver,AB,331973.0,5,3,3450,2024-06-29,56,99033,Teacher,1974,1,7569
1010618,House,Ottawa,ON,637663.0,5,3,2400,2018-09-08,39,144502,Doctor,1952,0,6661
1010619,Condo,Vancouver,BC,717205.0,1,1,2049,2017-04-20,60,60803,Artist,1983,1,9220
1010620,Apartment,Montreal,AB,202664.0,1,3,3922,2023-09-30,53,83861,Artist,1953,1,1692
1010621,House,Montreal,ON,722063.0,4,1,3614,2018-04-21,60,93134,Doctor,1970,1,7748
1010622,House,Toronto,ON,529530.0,1,1,2137,2020-01-25,30,88119,Teacher,2014,1,8499
1010623,Condo,Vancouver,BC,826986.0,2,1,2076,2016-12-08,36,71422,Artist,1962,0,7071
1010624,Apartment,Toronto,ON,677112.0,1,1,899,2016-06-04,42,78841,Doctor,1980,0,5947
1010625,House,Vancouver,ON,219578.0,1,2,1519,2018-09-29,26,96207,Engineer,1988,1,6649
1010626,Apartment,Calgary,ON,231034.0,3,3,3170,2022-06-03,54,130835,Doctor,2005,1,8395
1010627,Condo,Vancouver,QC,655140.0,5,3,879,2024-04-12,30,143526,Doctor,1992,1,3678
1010628,House,Vancouver,BC,515639.0,4,2,3175,2015-02-12,26,99028,Engineer,1973,0,7442
1010629,Apartment,Montreal,ON,909089.0,4,2,965,2016-01-31,29,144508,Entrepreneur,1988,1,2649
1010630,Condo,Ottawa,QC,809414.0,2,1,1515,2019-04-22,52,82169,Artist,2002,1,1393
1010631,Apartment,Calgary,BC,635002.0,5,2,2233,2018-07-25,38,46312,Engineer,2016,0,3379
1010632,Condo,Ottawa,ON,681970.0,4,2,2117,2019-04-01,41,52938,Engineer,2003,0,2436
1010633,House,Montreal,ON,680462.0,4,3,1773,2023-11-12,51,110437,Doctor,1958,0,8522
1010634,Condo,Ottawa,QC,410996.0,5,3,3671,2021-06-30,40,58280,Doctor,1997,1,4778
1010635,Condo,Vancouver,BC,575954.0,2,1,3035,2019-09-23,30,131434,Teacher,1981,1,2305
1010636,House,Ottawa,AB,782502.0,2,3,1856,2018-08-18,31,141434,Artist,1971,0,9219
1010637,House,Ottawa,QC,401325.0,5,3,1113,2018-07-30,27,103709,Teacher,2009,0,7004
1010638,Condo,Montreal,ON,754284.0,1,2,3660,2019-03-16,33,94822,Artist,2007,0,5678
1010639,House,Calgary,AB,295642.0,3,3,1329,2023-11-19,64,66042,Teacher,2006,1,2607
1010640,Apartment,Calgary,QC,594582.0,5,3,3676,2024-07-15,41,99502,Entrepreneur,2001,1,6190
1010641,Apartment,Vancouver,BC,295869.0,1,2,3153,2016-09-03,51,139954,Doctor,2017,1,7078
1010642,House,Toronto,ON,838533.0,4,2,3261,2021-09-30,60,142745,Engineer,1965,0,1565
1010643,Condo,Calgary,BC,766702.0,4,1,3939,2022-04-09,41,52885,Teacher,1986,1,7590
1010644,Condo,Ottawa,BC,623479.0,2,1,1269,2015-09-29,32,138040,Teacher,2019,1,2224
1010645,House,Calgary,QC,282474.0,1,1,3524,2018-05-14,37,75409,Entrepreneur,2002,0,1898
1010646,Condo,Toronto,ON,286842.0,1,3,2760,2016-10-21,40,90851,Entrepreneur,1952,1,6576
1010647,Condo,Vancouver,AB,400639.0,1,2,3226,2020-02-28,61,85604,Manager,2008,1,9185
1010648,Condo,Montreal,QC,415616.0,4,2,869,2016-12-14,49,53737,Entrepreneur,1969,0,3342
1010649,House,Calgary,ON,431295.0,2,1,1866,2017-01-11,58,110862,Manager,2021,1,5622
1010650,Apartment,Toronto,ON,675219.0,2,3,2982,2019-11-20,58,105175,Manager,1959,1,6280
1010651,Apartment,Calgary,ON,691115.0,5,2,1724,2024-05-05,36,122442,Manager,2010,1,6447
1010652,Apartment,Montreal,BC,753437.0,4,3,806,2016-05-19,28,67140,Entrepreneur,1960,0,4952
1010653,House,Vancouver,ON,911686.0,1,3,2715,2023-03-05,31,61365,Doctor,2009,1,6366
1010654,Condo,Ottawa,ON,364696.0,2,3,883,2023-12-06,39,55913,Artist,1977,0,8461
1010655,Apartment,Montreal,ON,824120.0,4,2,1765,2022-04-13,56,67980,Manager,1988,0,6322
1010656,House,Montreal,ON,304663.0,4,3,1239,2023-10-15,56,124123,Doctor,1956,1,2317
1010657,House,Ottawa,ON,190326.0,3,3,2551,2016-08-01,30,41479,Artist,2010,0,2558
1010658,Condo,Vancouver,QC,802685.0,1,1,1259,2017-07-15,54,138938,Manager,1994,1,2917
1010659,Condo,Ottawa,AB,804401.0,1,1,817,2017-04-28,25,95629,Engineer,1950,1,5776
1010660,Apartment,Calgary,BC,453241.0,2,3,1376,2020-11-04,26,111421,Engineer,2012,1,2701
1010661,House,Vancouver,ON,283507.0,3,1,3015,2015-01-26,52,51161,Manager,1980,1,1827
1010662,Condo,Montreal,ON,793544.0,1,1,2807,2022-03-02,38,115973,Teacher,1964,0,2907
1010663,Condo,Vancouver,BC,686338.0,2,1,3096,2024-06-12,57,94138,Artist,1968,1,9286
1010664,Condo,Montreal,ON,173134.0,3,3,2629,2022-07-05,62,55209,Engineer,1988,0,9137
1010665,House,Toronto,AB,524588.0,3,3,2993,2016-02-19,52,66912,Entrepreneur,1999,0,6819
1010666,House,Toronto,AB,331721.0,4,2,2413,2019-05-04,54,105801,Artist,2006,1,3212
1010667,Apartment,Toronto,QC,399650.0,2,1,2799,2015-01-09,40,65456,Artist,1964,0,5924
1010668,Condo,Vancouver,QC,893718.0,2,1,833,2017-08-18,48,67480,Manager,2004,1,2156
1010669,House,Vancouver,ON,794688.0,2,3,1693,2020-10-17,58,126062,Manager,1973,1,4481
1010670,House,Montreal,BC,414729.0,2,3,3570,2021-11-11,62,149911,Entrepreneur,2001,1,5843
1010671,Condo,Montreal,QC,697737.0,2,3,3362,2019-11-23,63,120877,Entrepreneur,1953,0,2675
1010672,Condo,Vancouver,AB,414369.0,4,1,2530,2019-01-28,27,109087,Engineer,1981,0,3005
1010673,House,Calgary,AB,808885.0,5,3,3646,2018-10-03,26,132737,Artist,2011,1,1594
1010674,Condo,Calgary,AB,754824.0,4,1,3482,2015-01-24,28,65563,Manager,1978,1,5647
1010675,Apartment,Vancouver,ON,433379.0,2,3,3939,2023-07-27,42,52531,Entrepreneur,2017,0,4018
1010676,House,Montreal,AB,840519.0,2,1,2610,2017-05-23,35,117922,Engineer,2006,0,6326
1010677,House,Toronto,QC,654342.0,2,3,3404,2019-07-04,46,55413,Entrepreneur,1964,1,2962
1010678,Apartment,Ottawa,AB,994300.0,5,1,2677,2023-09-01,42,91762,Engineer,2022,0,8077
1010679,Apartment,Vancouver,ON,929430.0,5,3,3565,2022-07-10,27,94912,Entrepreneur,1967,0,2526
1010680,House,Calgary,ON,261245.0,4,3,850,2024-10-07,62,70157,Doctor,1994,0,1530
1010681,Apartment,Ottawa,BC,776462.0,4,2,2288,2015-01-19,58,117586,Engineer,1963,0,8115
1010682,House,Montreal,QC,128429.0,4,3,3450,2016-05-23,64,113495,Teacher,1965,0,6958
1010683,Condo,Vancouver,ON,482913.0,3,3,1329,2020-04-04,64,71143,Manager,1968,1,7595
1010684,House,Calgary,QC,104683.0,2,3,907,2023-03-23,58,137747,Teacher,1991,0,6073
1010685,Condo,Ottawa,ON,923352.0,1,1,836,2024-07-15,64,125687,Entrepreneur,1961,0,7677
1010686,Condo,Calgary,QC,724360.0,5,1,3724,2015-02-17,25,71305,Artist,1978,0,6366
1010687,Condo,Vancouver,ON,845510.0,2,1,3895,2015-11-21,26,116340,Engineer,1987,1,8346
1010688,Condo,Vancouver,QC,603274.0,4,2,2780,2024-12-17,27,45002,Doctor,1982,1,7665
1010689,Apartment,Ottawa,QC,634309.0,3,1,988,2021-01-03,53,74765,Teacher,2009,1,1427
1010690,Apartment,Toronto,AB,434957.0,5,1,1001,2020-06-21,36,147813,Entrepreneur,1972,0,5741
1010691,Condo,Calgary,QC,372507.0,3,1,3056,2020-01-14,27,95861,Engineer,2012,1,2712
1010692,Condo,Calgary,BC,516798.0,4,1,1514,2021-09-17,27,61479,Doctor,2001,0,3887
1010693,Apartment,Ottawa,QC,427788.0,2,2,2547,2017-11-16,55,139247,Entrepreneur,1989,1,6853
1010694,House,Calgary,QC,440712.0,3,1,1330,2020-03-29,41,99418,Teacher,1962,1,5667
1010695,House,Ottawa,QC,598421.0,3,1,3928,2018-04-29,55,52205,Manager,1961,1,6462
1010696,House,Toronto,ON,792256.0,4,2,1916,2017-06-13,40,116096,Manager,1999,1,6899
1010697,House,Ottawa,ON,590610.0,3,1,2961,2018-01-17,43,74799,Engineer,1998,0,1375
1010698,Apartment,Toronto,AB,540190.0,3,3,2531,2024-01-14,58,98264,Artist,1997,0,5125
1010699,House,Montreal,AB,423723.0,1,1,1041,2020-11-30,37,146042,Entrepreneur,1990,1,6464
1010700,Apartment,Vancouver,ON,349937.0,5,3,2102,2021-01-02,43,83537,Engineer,2004,1,1835
1010701,House,Calgary,ON,840386.0,5,1,1479,2021-05-29,40,130560,Doctor,2004,1,9918
1010702,Apartment,Calgary,ON,796456.0,1,2,1564,2019-12-09,51,42117,Teacher,1968,1,6869
1010703,House,Ottawa,ON,406841.0,2,2,2216,2023-06-26,38,90123,Artist,2017,1,1322
1010704,House,Montreal,AB,357803.0,5,2,3229,2023-06-11,37,117855,Engineer,2021,1,1268
1010705,Condo,Montreal,ON,894954.0,2,1,2306,2016-03-05,56,63408,Entrepreneur,1966,0,5506
1010706,Apartment,Toronto,ON,673636.0,4,1,1269,2020-01-11,55,66802,Manager,1956,1,3141
1010707,House,Vancouver,ON,512896.0,2,1,1502,2015-08-28,35,132751,Teacher,1999,1,3301
1010708,Condo,Montreal,ON,132232.0,3,2,2699,2017-04-03,51,42731,Manager,1976,0,7396
1010709,House,Vancouver,ON,356972.0,4,2,868,2020-06-10,47,86949,Doctor,1955,0,4594
1010710,Apartment,Vancouver,ON,340937.0,1,1,1847,2023-09-08,28,94109,Manager,1967,1,6097
1010711,House,Ottawa,BC,705603.0,2,2,3023,2016-09-15,39,144990,Teacher,2010,1,2224
1010712,Apartment,Montreal,ON,186775.0,2,1,1901,2023-07-13,28,96678,Teacher,1966,0,6681
1010713,Apartment,Toronto,QC,936424.0,2,1,1271,2016-04-01,61,63014,Manager,2015,0,9861
1010714,Apartment,Vancouver,ON,849114.0,1,1,3195,2018-01-19,40,82711,Artist,1990,0,4600
1010715,House,Toronto,BC,864525.0,5,2,870,2021-11-03,61,85990,Doctor,1972,1,2254
1010716,Condo,Ottawa,QC,412473.0,2,2,2225,2017-05-09,57,123332,Manager,1988,0,8628
1010717,House,Ottawa,AB,371279.0,5,2,1686,2020-01-10,48,72889,Engineer,1994,0,5177
1010718,Condo,Calgary,ON,566090.0,5,3,916,2018-07-10,58,61130,Teacher,2004,1,1179
1010719,Apartment,Ottawa,ON,242710.0,2,1,3716,2024-10-05,29,40696,Entrepreneur,1963,0,7938
1010720,Apartment,Toronto,BC,514910.0,4,2,1552,2021-07-22,40,83539,Entrepreneur,1966,0,6148
1010721,Condo,Ottawa,ON,887283.0,1,1,2314,2023-07-07,43,125172,Artist,1952,1,5757
1010722,House,Toronto,BC,392571.0,1,3,1652,2018-07-18,38,54535,Doctor,1997,1,6692
1010723,Apartment,Vancouver,QC,759960.0,3,3,2981,2022-11-01,34,80393,Manager,2009,0,8035
1010724,Apartment,Toronto,ON,994679.0,5,1,1007,2024-08-21,42,123805,Teacher,2022,0,8303
1010725,Apartment,Toronto,ON,556702.0,5,1,1167,2020-08-15,50,126733,Doctor,2016,0,3958
1010726,Apartment,Toronto,AB,965664.0,1,3,3392,2022-02-18,33,115141,Entrepreneur,2007,0,7370
1010727,Condo,Vancouver,ON,735608.0,1,3,3463,2021-06-09,63,110539,Doctor,1955,0,1641
1010728,House,Ottawa,BC,396633.0,3,3,2368,2019-05-18,54,121912,Manager,2014,0,1979
1010729,Apartment,Ottawa,AB,241037.0,5,2,3196,2015-08-01,29,91660,Entrepreneur,1973,1,4718
1010730,Apartment,Vancouver,ON,936234.0,4,2,3360,2020-05-23,43,134642,Engineer,2003,1,8632
1010731,House,Ottawa,ON,130276.0,1,3,1976,2015-02-23,27,66447,Engineer,2002,0,9881
1010732,House,Montreal,ON,630765.0,2,1,1737,2022-07-31,56,148430,Doctor,1955,0,3485
1010733,Condo,Calgary,ON,240625.0,1,1,2684,2020-07-18,63,141975,Teacher,2022,0,1297
1010734,House,Calgary,ON,904284.0,4,1,3711,2023-06-12,46,81395,Manager,1961,1,6664
1010735,House,Montreal,BC,387204.0,5,3,1213,2015-11-20,40,118987,Artist,1979,0,9443
1010736,Condo,Toronto,AB,526093.0,5,3,1894,2021-11-26,54,136625,Engineer,1955,0,9071
1010737,Apartment,Ottawa,AB,757712.0,5,3,1211,2018-10-01,48,85175,Entrepreneur,1968,0,9065
1010738,Condo,Toronto,AB,153430.0,1,2,1190,2024-03-03,50,133525,Entrepreneur,2004,0,9157
1010739,Condo,Ottawa,QC,917470.0,5,1,1797,2023-11-21,54,100113,Manager,2005,0,8638
1010740,House,Toronto,QC,939108.0,3,1,1426,2023-07-11,64,117998,Engineer,1951,0,8744
1010741,House,Ottawa,AB,859757.0,2,3,2147,2023-03-16,40,136732,Entrepreneur,1987,0,3647
1010742,House,Ottawa,AB,469698.0,5,3,2136,2020-02-12,58,53927,Entrepreneur,1956,1,9975
1010743,Condo,Montreal,BC,845672.0,3,3,1458,2023-12-22,62,88130,Doctor,1966,1,3915
1010744,Condo,Toronto,BC,915498.0,3,2,2734,2023-09-17,54,44786,Manager,2003,1,4543
1010745,Apartment,Toronto,ON,365859.0,3,1,3453,2019-12-07,62,75824,Entrepreneur,1955,1,6557
1010746,Apartment,Montreal,QC,129511.0,2,1,1548,2021-02-11,29,79663,Engineer,2010,0,4711
1010747,House,Calgary,QC,532690.0,2,3,2737,2024-05-10,27,132212,Manager,1961,1,5422
1010748,Apartment,Montreal,BC,951044.0,5,1,3374,2016-04-10,37,147972,Entrepreneur,1977,0,4930
1010749,House,Ottawa,ON,527199.0,5,2,3230,2023-02-06,49,40005,Engineer,1990,1,7399
1010750,Apartment,Montreal,QC,199035.0,5,3,3354,2019-11-09,35,85514,Engineer,1972,1,3758
1010751,Apartment,Calgary,QC,444437.0,2,1,851,2018-12-11,43,125752,Entrepreneur,1959,1,6266
1010752,House,Ottawa,QC,160493.0,3,1,1218,2019-10-26,52,131945,Teacher,2013,0,3329
1010753,House,Ottawa,AB,602956.0,3,3,1994,2022-03-11,49,46540,Artist,1963,0,5352
1010754,Condo,Vancouver,ON,188787.0,4,3,3082,2020-01-19,36,60500,Artist,2022,0,3990
1010755,Apartment,Toronto,QC,112133.0,2,3,3354,2022-01-19,58,89566,Manager,1955,0,4460
1010756,House,Ottawa,ON,980492.0,2,1,2207,2017-01-11,31,112689,Artist,2020,1,5598
1010757,Apartment,Calgary,BC,485669.0,3,2,2485,2016-07-18,64,55553,Doctor,2018,1,7908
1010758,Condo,Toronto,ON,382123.0,2,2,3362,2016-08-29,27,63134,Manager,1967,0,8862
1010759,Apartment,Ottawa,BC,315725.0,3,1,3112,2017-10-17,63,43064,Doctor,2020,1,6011
1010760,House,Toronto,ON,651425.0,5,2,1004,2016-01-29,37,48023,Engineer,1975,1,5360
1010761,Condo,Vancouver,QC,385991.0,4,2,2667,2015-01-23,62,58540,Manager,1977,0,9245
1010762,House,Montreal,ON,814756.0,3,1,3464,2023-07-23,34,54574,Teacher,1973,0,5744
1010763,House,Toronto,AB,421427.0,2,3,3174,2015-03-25,36,94146,Entrepreneur,1985,0,7223
1010764,House,Ottawa,AB,256350.0,3,1,3694,2015-05-26,29,58869,Manager,1952,1,7590
1010765,Apartment,Toronto,ON,550059.0,4,1,3112,2017-06-18,42,78860,Teacher,1985,0,3980
1010766,Condo,Vancouver,BC,201103.0,3,3,2254,2015-04-16,32,141600,Engineer,1969,0,5454
1010767,Condo,Vancouver,AB,190619.0,1,1,1596,2017-03-11,43,148368,Doctor,1957,0,3488
1010768,House,Vancouver,AB,146877.0,4,3,3652,2021-08-23,38,66589,Artist,1961,1,7533
1010769,House,Calgary,ON,110259.0,1,3,1518,2018-01-30,33,149676,Artist,1989,1,8046
1010770,Condo,Vancouver,ON,770036.0,4,1,1718,2022-03-26,37,110107,Manager,1973,0,6704
1010771,House,Ottawa,ON,915173.0,5,2,1304,2022-09-26,37,130624,Manager,1962,0,2864
1010772,Condo,Montreal,ON,975912.0,2,2,1211,2022-11-03,57,109579,Engineer,1979,1,8575
1010773,Condo,Montreal,AB,752162.0,3,2,3925,2024-02-21,34,79403,Entrepreneur,2010,1,1161
1010774,Apartment,Ottawa,BC,532019.0,5,2,2890,2015-02-04,54,142993,Teacher,1964,0,7934
1010775,Condo,Montreal,ON,100751.0,3,1,3479,2016-10-24,47,140558,Doctor,1957,0,3430
1010776,House,Calgary,ON,181469.0,1,1,1009,2015-08-30,46,120444,Teacher,2003,1,4118
1010777,Condo,Vancouver,ON,118400.0,1,1,2586,2020-11-27,48,106981,Artist,2021,0,8732
1010778,Apartment,Ottawa,AB,846020.0,4,2,2543,2022-03-27,51,140393,Artist,1994,0,4015
1010779,Apartment,Toronto,ON,220313.0,1,2,1454,2020-09-03,62,110233,Artist,2017,1,5048
1010780,House,Calgary,BC,561307.0,5,2,2682,2019-07-21,43,138204,Manager,1956,1,9443
1010781,Apartment,Calgary,ON,616734.0,1,3,2110,2023-05-25,44,142257,Teacher,2016,0,1861
1010782,Apartment,Montreal,AB,355672.0,5,2,3516,2023-07-14,52,93360,Artist,1957,0,5101
1010783,House,Montreal,AB,966192.0,5,1,982,2017-10-20,35,50358,Artist,1984,0,4267
1010784,Apartment,Ottawa,QC,279951.0,3,1,3376,2018-10-27,35,52406,Teacher,1960,0,9877
1010785,House,Ottawa,ON,590873.0,2,1,3588,2016-04-25,38,139257,Doctor,1982,0,8386
1010786,Condo,Toronto,ON,464264.0,4,2,3078,2021-09-09,59,84020,Teacher,1956,0,3136
1010787,Apartment,Ottawa,BC,507566.0,2,1,1056,2015-04-07,42,116674,Engineer,1959,0,9793
1010788,Apartment,Montreal,ON,849260.0,4,2,3484,2018-09-23,40,146456,Engineer,1988,1,9543
1010789,Condo,Montreal,ON,675153.0,1,3,1450,2018-06-13,33,78850,Artist,1958,0,8130
1010790,Condo,Vancouver,BC,311478.0,5,1,1873,2022-09-06,47,139230,Manager,1978,0,5253
1010791,Apartment,Montreal,ON,198283.0,5,2,3845,2016-12-26,42,124264,Engineer,1997,0,6350
1010792,Apartment,Montreal,ON,833271.0,5,1,1018,2019-10-20,28,44454,Teacher,2022,1,6861
1010793,Apartment,Toronto,AB,762807.0,5,2,1215,2023-06-06,55,81881,Manager,1981,0,2432
1010794,Condo,Vancouver,QC,580282.0,4,2,1252,2015-05-23,28,93239,Manager,1966,1,2086
1010795,Apartment,Montreal,BC,825526.0,2,3,2453,2023-01-10,46,82569,Doctor,2014,0,3228
1010796,House,Toronto,AB,901099.0,5,3,1623,2016-03-22,47,67736,Teacher,1950,0,1889
1010797,Condo,Vancouver,ON,416810.0,4,3,3428,2024-07-31,58,126060,Manager,1959,0,1257
1010798,House,Ottawa,BC,599015.0,3,3,2746,2019-12-19,37,63797,Engineer,1954,0,9083
1010799,Condo,Ottawa,ON,621239.0,5,1,1310,2023-10-17,50,142685,Entrepreneur,1957,0,2680
1010800,House,Ottawa,QC,663965.0,4,1,2361,2016-04-27,51,107454,Teacher,1989,0,8329
1010801,House,Vancouver,BC,194056.0,2,3,3420,2018-09-17,46,139787,Entrepreneur,1954,1,5297
1010802,Apartment,Toronto,ON,929193.0,4,3,1278,2022-12-20,37,72778,Artist,1993,0,8051
1010803,Condo,Ottawa,ON,522871.0,2,2,3716,2023-03-23,64,144590,Manager,1954,1,2603
1010804,Apartment,Toronto,QC,734954.0,1,2,3785,2015-01-16,41,93364,Doctor,1983,0,2424
1010805,Condo,Ottawa,BC,668608.0,4,3,3213,2015-06-26,53,43869,Teacher,1977,1,5828
1010806,Apartment,Montreal,ON,582908.0,4,3,1272,2020-08-24,48,53634,Entrepreneur,2014,0,6001
1010807,Condo,Montreal,ON,176940.0,3,3,1968,2024-07-26,59,134758,Artist,1954,0,7329
1010808,House,Vancouver,QC,839867.0,2,3,848,2016-01-15,28,143804,Entrepreneur,2018,0,7136
1010809,House,Ottawa,AB,268644.0,3,2,2173,2023-03-06,27,41936,Manager,2011,1,8859
1010810,House,Calgary,AB,312752.0,1,3,1529,2017-08-31,28,135437,Doctor,1961,0,7447
1010811,Apartment,Ottawa,AB,658755.0,2,2,1454,2016-02-05,35,123277,Entrepreneur,1956,1,1304
1010812,House,Ottawa,QC,321331.0,1,1,1440,2020-10-09,36,116196,Artist,2014,1,9129
1010813,Condo,Montreal,BC,273561.0,5,1,2071,2017-07-07,32,69833,Doctor,1974,1,4195
1010814,Apartment,Calgary,ON,301115.0,5,3,2287,2024-11-09,54,52042,Artist,1979,0,1839
1010815,House,Vancouver,AB,640789.0,4,3,1869,2018-10-22,58,128917,Entrepreneur,2003,1,2445
1010816,Apartment,Vancouver,ON,244309.0,1,1,1406,2024-07-05,27,88065,Doctor,1982,0,1799
1010817,Apartment,Montreal,AB,122205.0,3,3,3172,2016-01-17,28,49789,Artist,1956,1,2601
1010818,Condo,Toronto,AB,237012.0,3,2,1545,2017-06-21,48,61996,Manager,2021,1,8364
1010819,House,Montreal,AB,424829.0,5,2,3815,2024-09-20,44,70625,Doctor,2000,0,5159
1010820,House,Toronto,QC,162493.0,3,2,1705,2023-02-24,53,132701,Entrepreneur,1955,0,8070
1010821,Apartment,Montreal,ON,174963.0,3,1,2867,2019-12-25,32,127412,Manager,2012,0,9434
1010822,Condo,Ottawa,AB,356799.0,5,2,3280,2019-09-30,33,57804,Teacher,2008,1,7901
1010823,Apartment,Vancouver,BC,150173.0,4,1,1104,2020-09-20,40,107483,Doctor,1956,0,7698
1010824,House,Ottawa,QC,163661.0,4,3,1520,2024-09-02,31,58184,Engineer,2016,1,7952
1010825,Apartment,Ottawa,ON,965666.0,2,2,3313,2015-07-02,51,68174,Doctor,1984,1,5498
1010826,Condo,Calgary,BC,219649.0,1,3,1673,2015-12-09,64,95260,Artist,1981,0,6896
1010827,Apartment,Ottawa,AB,736169.0,1,3,1272,2020-11-29,43,66484,Doctor,2019,0,1123
1010828,Condo,Ottawa,BC,933188.0,2,3,3814,2020-09-29,63,56136,Engineer,1979,0,3065
1010829,Condo,Calgary,AB,524272.0,1,1,2033,2015-12-13,50,55336,Artist,1992,1,6979
1010830,Condo,Montreal,QC,913227.0,5,3,2804,2020-02-07,25,94365,Artist,2011,1,6653
1010831,Apartment,Calgary,QC,701115.0,5,1,3008,2017-03-11,52,93808,Artist,1961,0,2423
1010832,Condo,Calgary,QC,427510.0,3,2,2882,2017-09-06,57,56507,Entrepreneur,1989,0,8119
1010833,Apartment,Ottawa,AB,908588.0,3,3,1699,2024-01-30,57,108945,Manager,2000,1,3009
1010834,Apartment,Toronto,BC,239480.0,2,2,3600,2015-09-01,61,62892,Manager,1999,1,6190
1010835,House,Calgary,BC,112138.0,1,3,3922,2018-04-29,47,119837,Engineer,1963,0,3437
1010836,House,Vancouver,BC,962865.0,4,3,1373,2017-01-25,46,48284,Doctor,1994,1,9801
1010837,House,Montreal,BC,568827.0,3,2,2834,2018-11-26,52,81181,Engineer,1962,0,2727
1010838,Apartment,Vancouver,BC,289922.0,4,3,1858,2021-04-13,58,92054,Entrepreneur,1967,1,3367
1010839,Condo,Vancouver,ON,343452.0,1,1,1509,2017-10-17,31,134124,Artist,2022,0,9217
1010840,House,Montreal,AB,721121.0,1,1,3075,2015-03-08,60,120528,Entrepreneur,1954,1,7785
1010841,House,Calgary,AB,505572.0,5,2,3384,2019-05-24,54,69985,Doctor,1975,1,9790
1010842,Apartment,Toronto,AB,241561.0,5,1,2286,2022-07-28,50,61473,Artist,1995,0,8429
1010843,House,Ottawa,ON,933297.0,4,2,2857,2016-05-08,51,50461,Artist,1984,0,4360
1010844,Apartment,Calgary,ON,191119.0,1,2,2817,2020-08-02,48,146775,Manager,1992,1,1357
